rec2018-01-23_10h42m07.256s.wav,Drug,38946,45508
rec2018-01-23_10h42m07.256s.wav,Exhale,52070,65073
rec2018-01-23_10h42m23.823s.wav,Inhale,11686,23149
rec2018-01-23_10h42m23.823s.wav,Exhale,0,7925
rec2018-01-23_10h42m23.823s.wav,Drug,23507,29776
rec2018-01-23_10h42m23.823s.wav,Exhale,33268,50194
rec2018-01-23_10h42m45.728s.wav,Noise,23059,29328
rec2018-01-23_10h42m45.728s.wav,Inhale,5059,21000
rec2018-01-23_10h42m45.728s.wav,Drug,31298,37925
rec2018-01-23_10h42m45.728s.wav,Exhale,40164,51089
rec2018-01-23_10h43m05.349s.wav,Exhale,3626,15089
rec2018-01-23_10h43m05.349s.wav,Inhale,18492,32194
rec2018-01-23_10h43m05.349s.wav,Drug,33089,37477
rec2018-01-23_10h43m05.349s.wav,Exhale,40164,53597
rec2018-01-23_10h43m22.564s.wav,Exhale,6582,19029
rec2018-01-23_10h43m22.564s.wav,Inhale,22701,37835
rec2018-01-23_10h43m22.564s.wav,Drug,39447,43656
rec2018-01-23_10h43m22.564s.wav,Exhale,48223,62373
rec2018-01-23_10h43m40.126s.wav,Exhale,29149,43029
rec2018-01-23_10h43m56.234s.wav,Inhale,6761,18671
rec2018-01-23_10h43m56.234s.wav,Drug,20820,25119
rec2018-01-23_10h43m56.234s.wav,Exhale,27716,40164
rec2018-01-23_10h43m56.234s.wav,Noise,45985,52791
rec2018-01-23_10h43m56.234s.wav,Noise,49925,58880
rec2018-01-23_10h43m56.234s.wav,Noise,71417,79835
rec2018-01-23_10h44m12.634s.wav,Noise,57179,61567
rec2018-01-23_10h44m12.634s.wav,Noise,60134,65686
rec2018-01-23_10h44m12.634s.wav,Noise,63716,69089
rec2018-01-23_10h44m12.634s.wav,Noise,66134,71328
rec2018-01-23_10h44m12.634s.wav,Drug,27000,32641
rec2018-01-23_10h44m12.634s.wav,Inhale,7388,24940
rec2018-01-23_10h44m12.634s.wav,Exhale,35149,49925
rec2018-01-23_10h44m12.634s.wav,Exhale,42492,51805
rec2018-01-23_10h44m12.634s.wav,Exhale,0,4074
rec2018-01-23_10h44m30.273s.wav,Exhale,8104,17865
rec2018-01-23_10h44m30.273s.wav,Inhale,21895,33805
rec2018-01-23_10h44m30.273s.wav,Drug,36492,43119
rec2018-01-23_10h44m30.273s.wav,Exhale,46522,57537
rec2018-01-23_10h45m25.926s.wav,Exhale,19835,33537
rec2018-01-23_10h45m25.926s.wav,Noise,33447,37388
rec2018-01-23_10h45m25.926s.wav,Inhale,37388,48313
rec2018-01-23_10h45m25.926s.wav,Drug,49208,54402
rec2018-01-23_10h45m25.926s.wav,Exhale,59238,71865
rec2018-01-23_10h45m44.127s.wav,Exhale,4611,17059
rec2018-01-23_10h45m44.127s.wav,Inhale,18940,33447
rec2018-01-23_10h45m44.127s.wav,Drug,35059,41417
rec2018-01-23_10h45m44.127s.wav,Exhale,45179,57089
rec2018-01-23_10h46m04.850s.wav,Exhale,0,8104
rec2018-01-23_10h46m04.850s.wav,Inhale,16343,28701
rec2018-01-23_10h46m04.850s.wav,Exhale,39358,52880
rec2018-01-23_10h47m11.936s.wav,Exhale,88970,96000
rec2018-01-23_10h47m11.936s.wav,Exhale,14194,26552
rec2018-01-23_10h47m11.936s.wav,Inhale,35955,47238
rec2018-01-23_10h47m11.936s.wav,Drug,50104,55656
rec2018-01-23_10h49m01.624s.wav,Exhale,0,8373
rec2018-01-23_10h49m01.624s.wav,Inhale,21358,44641
rec2018-01-23_10h49m01.624s.wav,Noise,44731,49567
rec2018-01-23_10h49m01.624s.wav,Drug,49567,54492
rec2018-01-23_10h49m01.624s.wav,Noise,55835,59686
rec2018-01-23_10h49m01.624s.wav,Exhale,60582,78850
rec2018-01-23_10h49m24.634s.wav,Exhale,761,16343
rec2018-01-23_10h49m24.634s.wav,Inhale,25119,43925
rec2018-01-23_10h49m24.634s.wav,Noise,44641,51895
rec2018-01-23_10h49m24.634s.wav,Drug,52253,57268
rec2018-01-23_10h49m24.634s.wav,Exhale,67298,85925
rec2018-01-23_10h50m00.411s.wav,Exhale,12582,29507
rec2018-01-23_10h50m00.411s.wav,Noise,38283,45089
rec2018-01-23_10h50m00.411s.wav,Inhale,44462,65059
rec2018-01-23_10h50m00.411s.wav,Noise,65149,70970
rec2018-01-23_10h50m00.411s.wav,Drug,70880,78223
rec2018-01-23_10h50m00.411s.wav,Exhale,85298,95597
rec2018-01-23_10h50m22.155s.wav,Inhale,21089,41059
rec2018-01-23_10h50m22.155s.wav,Noise,16880,21000
rec2018-01-23_10h50m22.155s.wav,Exhale,0,10253
rec2018-01-23_10h50m22.155s.wav,Drug,47149,52432
rec2018-01-23_10h50m22.155s.wav,Exhale,58791,76074
rec2018-01-23_10h50m40.883s.wav,Inhale,27537,48223
rec2018-01-23_10h50m40.883s.wav,Drug,52970,59597
rec2018-01-23_10h50m40.883s.wav,Exhale,0,11597
rec2018-01-23_10h50m40.883s.wav,Exhale,66402,79477
rec2018-01-23_10h52m21.295s.wav,Inhale,21985,42402
rec2018-01-23_10h52m21.295s.wav,Noise,42402,46880
rec2018-01-23_10h52m21.295s.wav,Drug,48134,52343
rec2018-01-23_10h52m21.295s.wav,Exhale,58253,75268
rec2018-01-23_10h52m39.068s.wav,Exhale,0,15537
rec2018-01-23_10h52m39.068s.wav,Inhale,32194,56373
rec2018-01-23_10h52m39.068s.wav,Noise,55835,60134
rec2018-01-23_10h52m39.068s.wav,Drug,61477,66223
rec2018-01-23_10h52m39.068s.wav,Noise,65955,70253
rec2018-01-23_10h52m39.068s.wav,Exhale,76701,92820
rec2018-01-23_10h52m57.816s.wav,Exhale,17865,34164
rec2018-01-23_10h52m57.816s.wav,Inhale,45000,68552
rec2018-01-23_10h52m57.816s.wav,Noise,70701,76432
rec2018-01-23_10h52m57.816s.wav,Drug,76970,81089
rec2018-01-23_10h52m57.816s.wav,Noise,81537,85656
rec2018-01-23_10h53m20.922s.wav,Inhale,18134,36761
rec2018-01-23_10h53m20.922s.wav,Drug,44283,48492
rec2018-01-23_10h53m20.922s.wav,Noise,48492,53328
rec2018-01-23_10h53m20.922s.wav,Exhale,60761,77686
rec2018-01-23_10h54m18.511s.wav,Noise,20462,27626
rec2018-01-23_10h54m18.511s.wav,Exhale,313,10343
rec2018-01-23_10h54m18.511s.wav,Inhale,28253,46253
rec2018-01-23_10h54m18.511s.wav,Noise,49119,53686
rec2018-01-23_10h54m18.511s.wav,Noise,57000,60850
rec2018-01-23_10h54m18.511s.wav,Exhale,67029,84761
rec2018-01-23_10h54m39.487s.wav,Exhale,0,12313
rec2018-01-23_10h54m39.487s.wav,Inhale,28074,51805
rec2018-01-23_10h54m39.487s.wav,Noise,53149,59507
rec2018-01-23_10h54m39.487s.wav,Noise,63358,72671
rec2018-01-23_10h54m39.487s.wav,Exhale,75895,93179
rec2018-01-23_10h56m48.215s.wav,Inhale,8820,25925
rec2018-01-23_10h56m48.215s.wav,Noise,4074,8641
rec2018-01-23_10h56m48.215s.wav,Drug,32373,37477
rec2018-01-23_10h56m48.215s.wav,Exhale,38731,50552
rec2018-01-23_10h56m48.215s.wav,Noise,82432,93089
rec2018-01-23_10h57m38.405s.wav,Exhale,4074,16074
rec2018-01-23_10h57m38.405s.wav,Inhale,17238,34611
rec2018-01-23_10h57m38.405s.wav,Drug,35776,41149
rec2018-01-23_10h57m38.405s.wav,Exhale,45268,62014
rec2018-01-23_10h57m54.607s.wav,Noise,71820,84560
rec2018-01-23_10h57m54.607s.wav,Noise,82228,91020
rec2018-01-23_10h57m54.607s.wav,Exhale,48942,62669
rec2018-01-23_10h57m54.607s.wav,Exhale,4351,19424
rec2018-01-23_10h57m54.607s.wav,Inhale,22385,39880
rec2018-01-23_10h57m54.607s.wav,Drug,42033,47147
rec2018-01-23_10h59m20.895s.wav,Exhale,3454,15745
rec2018-01-23_10h59m20.895s.wav,Inhale,17629,30818
rec2018-01-23_10h59m20.895s.wav,Drug,31745,36415
rec2018-01-23_10h59m20.895s.wav,Exhale,38570,52220
rec2018-01-23_10h59m20.895s.wav,Noise,61470,67217
rec2018-01-23_10h59m20.895s.wav,Noise,81676,88591
rec2018-01-23_10h59m40.619s.wav,Noise,85627,95326
rec2018-01-23_10h59m40.619s.wav,Noise,70630,79880
rec2018-01-23_10h59m40.619s.wav,Exhale,3098,16658
rec2018-01-23_10h59m40.619s.wav,Inhale,19262,32913
rec2018-01-23_10h59m40.619s.wav,Drug,34349,39917
rec2018-01-23_10h59m57.587s.wav,Noise,60213,68834
rec2018-01-23_10h59m57.587s.wav,Noise,73863,84101
rec2018-01-23_10h59m57.587s.wav,Exhale,1661,15760
rec2018-01-23_10h59m57.587s.wav,Inhale,18364,34170
rec2018-01-23_10h59m57.587s.wav,Drug,35876,40815
rec2018-01-23_11h00m14.641s.wav,Drug,36145,40636
rec2018-01-23_11h00m14.641s.wav,Inhale,19891,33182
rec2018-01-23_11h00m14.641s.wav,Exhale,3367,16568
rec2018-01-23_11h00m14.641s.wav,Exhale,43240,54825
rec2018-01-23_11h00m33.928s.wav,Drug,19352,24202
rec2018-01-23_11h00m33.928s.wav,Drug,33811,40725
rec2018-01-23_11h00m33.928s.wav,Drug,50783,56980
rec2018-01-23_11h00m33.928s.wav,Drug,68565,73863
rec2018-01-23_11h00m51.147s.wav,Drug,19981,26806
rec2018-01-23_11h00m51.147s.wav,Noise,27524,31476
rec2018-01-23_11h00m51.147s.wav,Drug,36774,41534
rec2018-01-23_11h00m51.147s.wav,Drug,52849,58776
rec2018-01-23_11h01m08.679s.wav,Exhale,7229,20879
rec2018-01-23_11h01m08.679s.wav,Inhale,24920,39827
rec2018-01-23_11h01m08.679s.wav,Drug,43330,47730
rec2018-01-23_11h01m08.679s.wav,Exhale,56800,68565
rec2018-01-23_11h01m26.075s.wav,Exhale,0,12797
rec2018-01-23_11h01m26.075s.wav,Inhale,17826,30757
rec2018-01-23_11h01m26.075s.wav,Drug,33182,37672
rec2018-01-23_11h01m26.075s.wav,Exhale,42072,52490
rec2018-01-23_11h01m26.075s.wav,Noise,62099,78443
rec2018-01-23_11h01m26.075s.wav,Noise,72246,78263
rec2018-01-23_11h01m26.075s.wav,Noise,80419,87782
rec2018-01-23_11h01m41.256s.wav,Exhale,0,8845
rec2018-01-23_11h01m41.256s.wav,Inhale,14054,27345
rec2018-01-23_11h01m41.256s.wav,Exhale,36145,46473
rec2018-01-23_11h01m57.075s.wav,Exhale,13784,26806
rec2018-01-23_11h01m57.075s.wav,Noise,26896,32553
rec2018-01-23_11h01m57.075s.wav,Inhale,31835,43509
rec2018-01-23_11h01m57.075s.wav,Drug,45485,50514
rec2018-01-23_11h01m57.075s.wav,Exhale,55184,67217
rec2018-01-23_11h01m57.075s.wav,Noise,75390,86435
rec2018-01-23_11h02m14.505s.wav,Inhale,15042,26716
rec2018-01-23_11h02m14.505s.wav,Exhale,37672,49077
rec2018-01-23_11h02m29.845s.wav,Exhale,6690,19442
rec2018-01-23_11h02m29.845s.wav,Noise,19801,23663
rec2018-01-23_11h02m29.845s.wav,Inhale,24022,36505
rec2018-01-23_11h02m29.845s.wav,Noise,42701,47730
rec2018-01-23_11h02m29.845s.wav,Exhale,48000,55363
rec2018-01-23_11h02m29.845s.wav,Noise,77814,90656
rec2018-01-23_11h02m48.266s.wav,Noise,83023,93171
rec2018-01-23_11h02m48.266s.wav,Noise,41085,54914
rec2018-01-23_11h02m48.266s.wav,Exhale,26626,38570
rec2018-01-23_11h02m48.266s.wav,Noise,21867,25908
rec2018-01-23_11h02m48.266s.wav,Inhale,5882,16748
rec2018-01-23_11h03m04.371s.wav,Noise,37133,41803
rec2018-01-23_11h03m04.371s.wav,Exhale,2020,14233
rec2018-01-23_11h03m04.371s.wav,Inhale,18724,31386
rec2018-01-23_11h03m04.371s.wav,Exhale,43599,57698
rec2018-01-23_11h03m19.651s.wav,Exhale,2379,15670
rec2018-01-23_11h03m19.651s.wav,Noise,15670,19622
rec2018-01-23_11h03m19.651s.wav,Inhale,19352,30667
rec2018-01-23_11h03m19.651s.wav,Exhale,38211,49975
rec2018-01-23_11h03m36.803s.wav,Exhale,0,10641
rec2018-01-23_11h03m36.803s.wav,Noise,10641,14682
rec2018-01-23_11h03m36.803s.wav,Inhale,14862,25100
rec2018-01-23_11h03m36.803s.wav,Exhale,34709,46922
rec2018-01-23_11h03m51.751s.wav,Inhale,10911,22046
rec2018-01-23_11h03m51.751s.wav,Exhale,34349,40636
rec2018-01-23_11h03m51.751s.wav,Exhale,853,6959
rec2018-01-23_11h04m10.613s.wav,Exhale,1032,12078
rec2018-01-23_11h04m10.613s.wav,Inhale,15580,26626
rec2018-01-23_11h04m10.613s.wav,Exhale,37492,47550
rec2018-01-23_11h04m27.250s.wav,Exhale,583,11270
rec2018-01-23_11h04m27.250s.wav,Inhale,15042,29231
rec2018-01-23_11h04m27.250s.wav,Exhale,38660,48808
rec2018-01-23_11h04m44.325s.wav,Exhale,5882,17915
rec2018-01-23_11h04m44.325s.wav,Noise,18005,21867
rec2018-01-23_11h04m44.325s.wav,Inhale,22046,32284
rec2018-01-23_11h04m44.325s.wav,Exhale,46473,58866
rec2018-01-23_11h05m01.603s.wav,Exhale,9204,21507
rec2018-01-23_11h05m01.603s.wav,Inhale,26357,36774
rec2018-01-23_11h05m01.603s.wav,Exhale,46563,57788
rec2018-01-23_11h11m07.436s.wav,Exhale,5522,16029
rec2018-01-23_11h11m07.436s.wav,Inhale,19173,31386
rec2018-01-23_11h11m07.436s.wav,Exhale,40995,53567
rec2018-01-23_11h11m22.731s.wav,Inhale,8845,19262
rec2018-01-23_11h11m22.731s.wav,Exhale,28243,40007
rec2018-01-23_11h11m22.731s.wav,Noise,46832,57968
rec2018-01-23_11h11m37.608s.wav,Exhale,0,7857
rec2018-01-23_11h11m37.608s.wav,Inhale,11180,22405
rec2018-01-23_11h11m37.608s.wav,Exhale,32463,41354
rec2018-01-23_11h11m52.435s.wav,Exhale,314,5702
rec2018-01-23_11h11m52.435s.wav,Exhale,30398,37672
rec2018-01-23_11h11m52.435s.wav,Exhale,34080,39558
rec2018-01-23_11h11m52.435s.wav,Noise,56621,63625
rec2018-01-23_11h11m52.435s.wav,Noise,71887,79790
rec2018-01-23_11h11m52.435s.wav,Noise,76826,81317
rec2018-01-23_11h51m22.121s.wav,Exhale,4984,17646
rec2018-01-23_11h51m22.121s.wav,Inhale,20520,32823
rec2018-01-23_11h51m22.121s.wav,Noise,37223,41354
rec2018-01-23_11h51m22.121s.wav,Exhale,43150,54645
rec2018-01-23_11h51m37.745s.wav,Inhale,1751,10282
rec2018-01-23_11h51m52.565s.wav,Exhale,3637,14054
rec2018-01-23_11h51m52.565s.wav,Inhale,16658,25728
rec2018-01-23_11h51m52.565s.wav,Noise,29769,33811
rec2018-01-23_11h51m52.565s.wav,Noise,31655,35696
rec2018-01-23_11h51m52.565s.wav,Exhale,35786,46742
rec2018-01-23_11h51m52.565s.wav,Noise,50963,59764
rec2018-01-23_11h51m52.565s.wav,Noise,56172,64523
rec2018-01-23_11h51m52.565s.wav,Noise,74581,85268
rec2018-01-23_11h51m52.565s.wav,Noise,79880,87782
rec2018-01-23_11h51m52.565s.wav,Noise,83292,89938
rec2018-01-23_11h52m38.758s.wav,Exhale,583,11988
rec2018-01-23_11h52m38.758s.wav,Inhale,15940,27255
rec2018-01-23_11h52m38.758s.wav,Exhale,38301,47820
rec2018-01-23_11h52m53.640s.wav,Exhale,0,5702
rec2018-01-23_11h52m53.640s.wav,Inhale,9743,19711
rec2018-01-23_11h52m53.640s.wav,Exhale,31296,36684
rec2018-01-23_11h52m53.640s.wav,Noise,36774,40636
rec2018-01-23_11h53m23.410s.wav,Exhale,6420,18005
rec2018-01-23_11h53m23.410s.wav,Noise,18364,23304
rec2018-01-23_11h53m23.410s.wav,Inhale,23753,33811
rec2018-01-23_11h53m23.410s.wav,Noise,33631,37582
rec2018-01-23_11h53m23.410s.wav,Exhale,45485,53837
rec2018-01-23_11h53m38.425s.wav,Exhale,763,10013
rec2018-01-23_11h53m38.425s.wav,Inhale,13515,23932
rec2018-01-23_11h53m38.425s.wav,Noise,28512,32463
rec2018-01-23_11h53m38.425s.wav,Exhale,34080,41713
rec2018-01-23_11h53m56.835s.wav,Inhale,7408,18813
rec2018-01-23_11h53m56.835s.wav,Noise,23393,27794
rec2018-01-23_11h53m56.835s.wav,Exhale,28782,38031
rec2018-01-23_11h56m03.777s.wav,Exhale,4984,15670
rec2018-01-23_11h56m03.777s.wav,Noise,16927,20879
rec2018-01-23_11h56m03.777s.wav,Inhale,20969,30667
rec2018-01-23_11h56m33.584s.wav,Noise,27402,30562
rec2018-01-23_11h56m33.584s.wav,Drug,31169,33843
rec2018-01-23_11h56m33.584s.wav,Noise,33721,36151
rec2018-01-23_11h56m33.584s.wav,Noise,34207,38946
rec2018-01-23_11h56m33.584s.wav,Exhale,39432,48668
rec2018-01-23_11h56m33.584s.wav,Noise,69326,79412
rec2018-01-23_11h56m33.584s.wav,Exhale,5164,15493
rec2018-01-23_11h57m24.977s.wav,Exhale,3098,14643
rec2018-01-23_11h57m24.977s.wav,Noise,15736,19503
rec2018-01-23_11h57m24.977s.wav,Inhale,19382,29832
rec2018-01-23_11h57m24.977s.wav,Noise,29589,31534
rec2018-01-23_11h57m24.977s.wav,Drug,31048,33964
rec2018-01-23_11h57m24.977s.wav,Noise,33843,38096
rec2018-01-23_11h57m24.977s.wav,Exhale,40769,54136
rec2018-01-23_11h57m41.504s.wav,Exhale,5164,17194
rec2018-01-23_11h57m41.504s.wav,Noise,19746,22663
rec2018-01-23_11h57m41.504s.wav,Inhale,22177,31412
rec2018-01-23_11h57m41.504s.wav,Drug,33478,36151
rec2018-01-23_11h57m41.504s.wav,Noise,36151,39554
rec2018-01-23_11h57m41.504s.wav,Noise,37367,41741
rec2018-01-23_11h57m41.504s.wav,Exhale,41984,56931
rec2018-01-23_11h57m58.590s.wav,Exhale,7108,21083
rec2018-01-23_11h57m58.590s.wav,Noise,22663,26551
rec2018-01-23_11h57m58.590s.wav,Inhale,26430,36759
rec2018-01-23_11h57m58.590s.wav,Noise,37124,39311
rec2018-01-23_11h57m58.590s.wav,Drug,38825,41984
rec2018-01-23_11h57m58.590s.wav,Noise,41984,46481
rec2018-01-23_11h57m58.590s.wav,Exhale,47817,59969
rec2018-01-23_11h58m15.852s.wav,Exhale,668,12941
rec2018-01-23_11h58m15.852s.wav,Noise,14521,17316
rec2018-01-23_11h58m15.852s.wav,Inhale,17559,27888
rec2018-01-23_11h58m15.852s.wav,Drug,29673,33921
rec2018-01-23_11h58m15.852s.wav,Noise,32101,37319
rec2018-01-23_11h58m15.852s.wav,Exhale,38897,47757
rec2018-01-23_11h58m15.852s.wav,Noise,54189,61350
rec2018-01-23_11h58m34.582s.wav,Exhale,303,11347
rec2018-01-23_11h58m34.582s.wav,Noise,12439,15959
rec2018-01-23_11h58m34.582s.wav,Inhale,15959,27246
rec2018-01-23_11h58m34.582s.wav,Noise,27003,29795
rec2018-01-23_11h58m34.582s.wav,Drug,29552,32101
rec2018-01-23_11h58m34.582s.wav,Noise,32101,34649
rec2018-01-23_11h58m49.449s.wav,Exhale,3944,16080
rec2018-01-23_11h58m49.449s.wav,Noise,16809,20692
rec2018-01-23_11h58m49.449s.wav,Inhale,21056,29916
rec2018-01-23_11h58m49.449s.wav,Drug,31858,35135
rec2018-01-23_11h58m49.449s.wav,Noise,35013,37926
rec2018-01-23_11h58m49.449s.wav,Noise,36470,40475
rec2018-01-23_11h58m49.449s.wav,Exhale,40718,49577
rec2018-01-23_11h59m04.620s.wav,Exhale,8313,19357
rec2018-01-23_11h59m04.620s.wav,Inhale,23484,34771
rec2018-01-23_11h59m04.620s.wav,Drug,36713,39504
rec2018-01-23_11h59m04.620s.wav,Noise,39383,42902
rec2018-01-23_11h59m04.620s.wav,Noise,91570,96000
rec2018-01-23_12h02m44.138s.wav,Noise,0,5279
rec2018-01-23_12h02m44.138s.wav,Exhale,6371,15959
rec2018-01-23_12h02m44.138s.wav,Noise,15838,18629
rec2018-01-23_12h02m44.138s.wav,Inhale,20935,30766
rec2018-01-23_12h02m44.138s.wav,Noise,30523,32950
rec2018-01-23_12h02m44.138s.wav,Drug,32707,35499
rec2018-01-23_12h02m44.138s.wav,Noise,35135,39018
rec2018-01-23_12h02m44.138s.wav,Exhale,43509,58558
rec2018-01-23_12h03m01.599s.wav,Exhale,1274,10134
rec2018-01-23_12h03m01.599s.wav,Inhale,15352,23969
rec2018-01-23_12h03m01.599s.wav,Noise,11104,14745
rec2018-01-23_12h03m01.599s.wav,Drug,26518,29795
rec2018-01-23_12h03m01.599s.wav,Noise,29431,33314
rec2018-01-23_12h03m01.599s.wav,Noise,31615,36713
rec2018-01-23_12h03m01.599s.wav,Exhale,37562,48606
rec2018-01-23_12h03m19.922s.wav,Exhale,4187,15838
rec2018-01-23_12h03m19.922s.wav,Noise,17415,20692
rec2018-01-23_12h03m19.922s.wav,Inhale,20692,31130
rec2018-01-23_12h03m19.922s.wav,Noise,31130,33678
rec2018-01-23_12h03m19.922s.wav,Drug,33678,35863
rec2018-01-23_12h03m19.922s.wav,Noise,35863,38654
rec2018-01-23_12h03m19.922s.wav,Exhale,42659,57830
rec2018-01-23_12h03m19.922s.wav,Noise,84773,92176
rec2018-01-23_12h03m36.988s.wav,Exhale,303,13046
rec2018-01-23_12h03m36.988s.wav,Noise,17173,21906
rec2018-01-23_12h03m36.988s.wav,Inhale,21906,31737
rec2018-01-23_12h03m36.988s.wav,Drug,32829,35742
rec2018-01-23_12h03m36.988s.wav,Noise,35863,39989
rec2018-01-23_12h03m36.988s.wav,Noise,38048,42295
rec2018-01-23_12h03m36.988s.wav,Exhale,49456,61592
rec2018-01-23_12h03m52.821s.wav,Noise,59044,64869
rec2018-01-23_12h03m52.821s.wav,Noise,67903,73122
rec2018-01-23_12h03m52.821s.wav,Exhale,40718,51883
rec2018-01-23_12h03m52.821s.wav,Noise,34407,39261
rec2018-01-23_12h03m52.821s.wav,Drug,31615,34649
rec2018-01-23_12h03m52.821s.wav,Inhale,20085,30159
rec2018-01-23_12h03m52.821s.wav,Exhale,1517,14988
rec2018-01-23_12h04m16.860s.wav,Exhale,5158,15109
rec2018-01-23_12h04m16.860s.wav,Inhale,19115,29916
rec2018-01-23_12h04m16.860s.wav,Noise,29067,31494
rec2018-01-23_12h04m16.860s.wav,Drug,31494,33921
rec2018-01-23_12h04m16.860s.wav,Noise,34042,37198
rec2018-01-23_12h04m16.860s.wav,Exhale,37926,48849
rec2018-01-23_12h04m31.917s.wav,Exhale,4308,15352
rec2018-01-23_12h04m31.917s.wav,Inhale,20085,31008
rec2018-01-23_12h04m31.917s.wav,Drug,32586,35499
rec2018-01-23_12h04m31.917s.wav,Noise,35499,39261
rec2018-01-23_12h04m50.656s.wav,Exhale,667,10134
rec2018-01-23_12h04m50.656s.wav,Noise,12682,16566
rec2018-01-23_12h04m50.656s.wav,Inhale,16687,26518
rec2018-01-23_12h04m50.656s.wav,Noise,25911,28581
rec2018-01-23_12h04m50.656s.wav,Drug,28460,30887
rec2018-01-23_12h04m50.656s.wav,Noise,30644,33800
rec2018-01-23_12h04m50.656s.wav,Exhale,35620,46422
rec2018-01-23_12h04m50.656s.wav,Noise,60621,76884
rec2018-01-23_12h04m50.656s.wav,Noise,85623,94604
rec2018-01-23_12h05m05.795s.wav,Exhale,4429,15838
rec2018-01-23_12h05m05.795s.wav,Inhale,20328,29916
rec2018-01-23_12h05m05.795s.wav,Noise,29552,32343
rec2018-01-23_12h05m05.795s.wav,Drug,31979,34892
rec2018-01-23_12h05m05.795s.wav,Noise,34528,37683
rec2018-01-23_12h05m05.795s.wav,Exhale,51155,60864
rec2018-01-23_12h05m05.795s.wav,Noise,85137,94240
rec2018-01-23_12h37m08.326s.wav,Exhale,5158,14745
rec2018-01-23_12h37m08.326s.wav,Inhale,19843,29309
rec2018-01-23_12h37m08.326s.wav,Noise,29188,31615
rec2018-01-23_12h37m08.326s.wav,Drug,31737,34164
rec2018-01-23_12h37m08.326s.wav,Noise,34042,36834
rec2018-01-23_12h37m08.326s.wav,Exhale,40111,52005
rec2018-01-23_12h37m25.023s.wav,Inhale,6371,17658
rec2018-01-23_12h37m25.023s.wav,Drug,19479,22270
rec2018-01-23_12h37m25.023s.wav,Noise,22513,26518
rec2018-01-23_12h37m25.023s.wav,Exhale,27367,38897
rec2018-01-23_12h37m39.981s.wav,Exhale,303,7342
rec2018-01-23_12h37m39.981s.wav,Inhale,10740,20450
rec2018-01-23_12h37m39.981s.wav,Drug,22027,24940
rec2018-01-23_12h37m39.981s.wav,Noise,25061,28096
rec2018-01-23_12h37m39.981s.wav,Exhale,30159,40111
rec2018-01-23_12h37m54.913s.wav,Exhale,4065,14503
rec2018-01-23_12h37m54.913s.wav,Inhale,17780,28945
rec2018-01-23_12h37m54.913s.wav,Drug,30037,32586
rec2018-01-23_12h37m54.913s.wav,Noise,32586,35984
rec2018-01-23_12h37m54.913s.wav,Exhale,37683,49335
rec2018-01-23_12h38m10.740s.wav,Noise,85744,93026
rec2018-01-23_12h38m10.740s.wav,Exhale,546,4793
rec2018-01-23_12h38m10.740s.wav,Inhale,8313,18508
rec2018-01-23_12h38m10.740s.wav,Drug,20814,23362
rec2018-01-23_12h38m10.740s.wav,Noise,23120,24576
rec2018-01-23_12h38m10.740s.wav,Exhale,31858,36955
rec2018-01-23_12h39m14.259s.wav,Exhale,3701,14745
rec2018-01-23_12h39m14.259s.wav,Inhale,18265,28460
